Image;La2_length;La2_mm;La3_length;La3_mm;La4_length;La4_mm;Ra2_length;Ra2_mm;Ra3_length;Ra3_mm;Ra4_length;Ra4_mm;Body_length;Body_mm
img (362).JPG;94.47673685;0.190705421;118.1501159;0.238491171;120.0815489;0.242389853;101.8388132;0.205566094;118.6816101;0.239564015;127.7727043;0.257914786;1849.807518;3.73391729
;;;;;;;;;;;;;;
img (364).JPG;95.55681085;0.192885597;132.0480507;0.266544759;139.0272689;0.280632616;100.3577112;0.202576424;129.2896878;0.260976883;134.0826333;0.270651653;2030.631982;4.098919369
;;;;;;;;;;;;;;
img (366).JPG;114.3640784;0.230848889;146.9901588;0.296706057;167.4826063;0.338070958;117.9463424;0.238079845;153.1310635;0.309101742;170.795285;0.344757744;2190.859344;4.422345299
;;;;;;;;;;;;;;
img (368).JPG;121.9057293;0.24607204;151.2570303;0.305318924;159.9311097;0.322827932;129.0682094;0.26052982;153.0309785;0.308899716;161.2628919;0.325516193;2129.024658;4.297529284
;;;;;;;;;;;;;;
img (37).JPG;117.7947589;0.237773867;137.6991908;0.277951832;143.7195625;0.290104216;108.090439;0.218185273;137.305191;0.277156527;144.6719826;0.292026717;2243.120042;4.527835803
;;;;;;;;;;;;;;
img (370).JPG;107.5422608;0.217078752;146.3577887;0.295429591;147.9601045;0.298663935;110.2244413;0.22249285;148.9152789;0.300591996;145.8233001;0.294350702;2105.480472;4.250004317
;;;;;;;;;;;;;;
img (372).JPG;111.2584825;0.224580108;145.726337;0.294154978;151.3224802;0.305451037;109.7375572;0.221510053;149.4966206;0.30176546;148.362919;0.299477034;2133.252045;4.30606245
;;;;;;;;;;;;;;
img (374).JPG;115.3604423;0.232860093;157.9524914;0.318834005;162.5853812;0.328185695;105.0301016;0.212007849;140.214716;0.28302953;144.6500691;0.291982484;2276.886449;4.59599477
;;;;;;;;;;;;;;
img (376).JPG;109.4973716;0.221025228;138.7252615;0.280023001;147.3777958;0.29748852;107.6814172;0.217359645;145.1213417;0.292933768;143.8100354;0.290286839;2135.031396;4.309654148
;;;;;;;;;;;;;;
img (378).JPG;95.79396676;0.193364307;122.6428061;0.247559862;138.9155735;0.280407154;106.5084736;0.214992007;136.6717686;0.275877936;138.3566098;0.279278861;2025.669002;4.088901378
;;;;;;;;;;;;;;
img (380).JPG;117.7797365;0.237743544;138.1460279;0.278853793;158.395586;0.31972841;104.0719779;0.210073834;137.8598987;0.278276228;161.8129485;0.326626506;2122.592563;4.284545821
;;;;;;;;;;;;;;
img (39).JPG;97.89848411;0.197612367;119.0448935;0.240297318;136.1225509;0.274769316;88.7678154;0.179181713;118.1341474;0.238458938;130.2269566;0.262868801;1988.477325;4.013828353
;;;;;;;;;;;;;;
img (43).JPG;105.2468494;0.212445363;125.4106633;0.253146903;131.7856587;0.26601511;101.1646534;0.204205273;124.4650804;0.251238202;141.4215094;0.285465495;2184.149335;4.408800855
;;;;;;;;;;;;;;
img (47).JPG;124.5054244;0.251319639;119.2337718;0.240678577;103.2111913;0.208336299;87.00508821;0.175623572;115.7692611;0.233685311;133.8060816;0.270093421;1871.401041;3.777504759
;;;;;;;;;;;;;;
img (49).JPG;114.4797456;0.231082368;163.4197746;0.329869955;124.0104973;0.250320607;119.5892012;0.241396027;137.964128;0.27848662;155.0575153;0.312990369;2124.113045;4.287614979
;;;;;;;;;;;;;;
img (5).JPG;108.1936645;0.218393638;131.4636109;0.265365042;140.7953139;0.284201492;106.5965448;0.215169783;132.9720216;0.268409835;143.3148395;0.289287265;2132.343808;4.304229134
;;;;;;;;;;;;;;
img (53).JPG;115.3587198;0.232856616;160.0048729;0.322976826;158.7439847;0.320431668;117.5648797;0.237309846;144.7616563;0.292207728;166.8838909;0.336862425;2292.929725;4.628378824
;;;;;;;;;;;;;;
img (56).JPG;109.1026112;0.220228387;120.6001111;0.243436593;137.337432;0.277221606;114.4835841;0.231090116;124.9799935;0.252277577;166.0545496;0.335188363;2286.307059;4.615010682
;;;;;;;;;;;;;;
img (58).JPG;108.2400682;0.218487307;131.9405029;0.266327669;139.807259;0.28220706;1341.395598;2.707665618;103.3469387;0.208610311;1795.616748;3.624530853;;
;;;;;;;;;;;;;;
img (59).JPG;91.91836147;0.185541228;114.4967439;0.23111668;118.9203005;0.240045822;1282.773503;2.589334357;100.488965;0.202841366;130.6034013;0.263628671;;
;;;;;;;;;;;;;;
img (61).JPG;100.8959605;0.203662904;145.5879182;0.293875573;1003.782196;2.026178216;137.3649223;0.277277097;144.8388081;0.292363462;;;;
;;;;;;;;;;;;;;
img (62).JPG;91.03347194;0.18375504;120.0232616;0.242272197;968.2309745;1.954416522;164.3761785;0.331800498;143.2786792;0.289214274;2146.299337;4.33239898;;
;;;;;;;;;;;;;;
img (64).JPG;131.506686;0.265451991;158.5371895;0.320014243;163.9191893;0.330878045;105.1499997;0.212249868;144.7915931;0.292268156;151.4958814;0.305801055;;
;;;;;;;;;;;;;;
img (65).JPG;131.5576187;0.265554801;162.4929581;0.327999135;166.1304074;0.335341485;109.6294418;0.221291818;146.3979656;0.295510689;163.8241149;0.330686133;;
;;;;;;;;;;;;;;
img (66).JPG;;;;;;;;;;;;;2350.42855;4.744442713
;;;;;;;;;;;;;;
img (68).JPG;104.907937;0.211761254;127.6391155;0.257645131;146.8612015;0.296445751;110.517003;0.223083399;120.5714007;0.24337864;136.9269002;0.27639293;2127.298099;4.294044151
;;;;;;;;;;;;;;
img (73).JPG;108.0476111;0.218098823;114.0042218;0.230122502;118.4104945;0.239016756;119.6961016;0.24161181;142.273697;0.287185673;145.081313;0.292852969;2271.747863;4.585622309
;;;;;;;;;;;;;;
img (77).JPG;120.7490882;0.24373731;150.0521111;0.302886742;151.170439;0.305144136;140.2058056;0.283011544;112.4772139;0.22704017;146.7270139;0.296174888;;
;;;;;;;;;;;;;;
img (79).JPG;;;;;;;;;;;;;2132.033413;4.303602589
;;;;;;;;;;;;;;
img (81).JPG;105.3321421;0.21261753;149.7551944;0.302287402;155.4961124;0.313875696;101.6963928;0.205278612;128.8721302;0.260134025;147.4163524;0.297566348;2245.894969;4.533437114
;;;;;;;;;;;;;;
img (83).JPG;100.4452268;0.202753079;154.081308;0.311019852;141.3908494;0.285403607;122.5772936;0.247427622;126.1819818;0.254703843;155.6756249;0.31423805;;
;;;;;;;;;;;;;;
img (84).JPG;;;;;;;;;;;;;2075.432158;4.189350482
;;;;;;;;;;;;;;
img (86).JPG;125.1452822;0.25261122;152.9050326;0.308645488;157.8729297;0.318673406;114.2863949;0.230692081;143.3419556;0.289342;146.5352348;0.295787773;;
;;;;;;;;;;;;;;
img (87).JPG;124.1448529;0.250591809;137.4742053;0.277497689;165.5840473;0.334238633;121.284617;0.244818298;146.4906763;0.29569783;146.7778889;0.296277581;2252.655039;4.547082611
;;;;;;;;;;;;;;
img (89).JPG;101.395808;0.204671868;146.8357425;0.296394361;141.9083953;0.286448296;119.3242159;0.240861143;144.7030341;0.292089396;143.2812179;0.289219398;1948.278538;3.932685346
;;;;;;;;;;;;;;
img (95).JPG;112.7775568;0.227646425;150.0582022;0.302899037;153.738508;0.310327895;116.2607675;0.234677438;153.8998516;0.310653574;148.530162;0.299814621;;
;;;;;;;;;;;;;;
img (97).JPG;;;;;;;;;;;;;2080.208805;4.198992354
