Image,La2_length,La2_mm,La3_length,La3_mm,La4_length,La4_mm,Ra2_length,Ra2_mm,Ra3_length,Ra3_mm,Ra4_length,Ra4_mm,Body_length,Body_mm
img (1318).JPG,98.29971202,0.194840405,127.500714,0.252719873,125.1682073,0.248096599,84.25649607,0.167005269,130.9493195,0.259555373,123.7494043,0.245284381,2166.854866,4.294935059
,,,,,,,,,,,,,,
img (1320).JPG,101.63572,0.201452725,139.5886299,0.276679398,141.1340464,0.279742577,109.1519779,0.216350741,138.8012724,0.275118773,144.0179061,0.285458691,2195.452462,4.351618512
,,,,,,,,,,,,,,
img (1322).JPG,97.01848134,0.19230087,127.7180537,0.253150663,132.679655,0.262985081,88.11063056,0.17464457,124.0759637,0.245931656,113.1536228,0.224282424,2048.686924,4.060713724
,,,,,,,,,,,,,,
img (1324).JPG,93.8526622,0.186025883,127.8168481,0.253346484,132.0728223,0.261782274,95.75787286,0.189802211,130.8755931,0.259409239,134.0766142,0.265754001,2028.131195,4.0199701
,,,,,,,,,,,,,,
img (1326).JPG,109.5378675,0.217115615,127.6704964,0.2530564,130.4741928,0.258613622,99.35695251,0.196935967,130.4705398,0.258606381,130.7070318,0.259075133,2017.128534,3.998161665
,,,,,,,,,,,,,,
img (1328).JPG,105.5662764,0.209243503,136.4656879,0.270489398,131.7758198,0.261193584,97.92067547,0.194089114,138.8904422,0.275295516,138.5073759,0.274536239,2174.718841,4.310522287
,,,,,,,,,,,,,,
img (1330).JPG,101.6825794,0.201545605,129.7153535,0.257109522,130.6938673,0.25904904,90.64773213,0.179673373,139.3209009,0.276148731,128.112915,0.25393332,2067.805971,4.098609694
,,,,,,,,,,,,,,
img (1332).JPG,94.256803,0.186826932,128.9991959,0.255690022,132.2982017,0.262229,89.9785174,0.178346919,129.0806874,0.255851547,135.6645851,0.268901527,2102.842107,4.168055012
,,,,,,,,,,,,,,
img (1334).JPG,100.081642,0.198372378,123.2584493,0.244311257,130.0018178,0.257677325,96.09921499,0.190478787,126.4604764,0.250658012,125.9105958,0.249568091,2112.991001,4.188171193
,,,,,,,,,,,,,,
img (1336).JPG,104.3715769,0.206875482,126.6717112,0.251076702,141.0370259,0.279550272,103.1222416,0.204399168,131.2321813,0.260116035,142.3353212,0.28212363,2090.400696,4.143394824
,,,,,,,,,,,,,,
img (1338).JPG,106.4506736,0.210996471,143.5117626,0.284455461,136.8780685,0.271306779,97.8545442,0.193958035,134.3651037,0.266325818,149.9634015,0.297243291,2309.50997,4.577692532
,,,,,,,,,,,,,,
img (1341).JPG,106.120394,0.210341822,130.8025138,0.259264389,131.6173082,0.260879397,96.45328176,0.191180585,128.0051195,0.253719658,136.2821174,0.270125541,2058.333976,4.0798352
,,,,,,,,,,,,,,
img (1343).JPG,113.810605,0.225584632,133.2941721,0.264203118,124.0056171,0.245792222,115.2210927,0.228380368,131.3004791,0.260251408,139.7976171,0.277093633,2128.603574,4.21911696
,,,,,,,,,,,,,,
img (1345).JPG,104.0484912,0.206235092,129.7564549,0.25719099,126.2561088,0.250252934,99.17491638,0.196575152,139.6019202,0.276705741,134.60432,0.26679997,2114.083204,4.190336054
,,,,,,,,,,,,,,
img (1348).JPG,97.85870351,0.193966279,128.5670777,0.254833518,122.699548,0.243203455,87.64228074,0.173716251,130.5770468,0.258817489,118.4197761,0.234720496,1875.004207,3.716456248
,,,,,,,,,,,,,,
img (1350).JPG,114.2727281,0.226500609,134.7833138,0.267154755,146.3564073,0.290093847,102.610678,0.203385194,138.4408605,0.274404398,136.3516369,0.270263336,2229.595264,4.419293149
,,,,,,,,,,,,,,
img (1354).JPG,101.0169774,0.200226312,129.2239584,0.256135525,130.5708699,0.258805246,107.67982,0.213432769,134.7926268,0.267173214,133.8259377,0.265257134,2133.710428,4.229239283
,,,,,,,,,,,,,,
img (1356).JPG,104.1906418,0.20651685,129.8916173,0.257458896,138.7232306,0.274964085,99.6315157,0.19748018,135.298617,0.26817614,143.3174609,0.284070335,2124.487793,4.210959047
,,,,,,,,,,,,,,
img (1358).JPG,98.93416703,0.196097962,126.8139337,0.251358602,129.8125568,0.257302189,93.38930476,0.185107459,136.1495949,0.269862868,136.3538413,0.270267706,2023.995349,4.011772417
,,,,,,,,,,,,,,
img (1360).JPG,102.434253,0.203035502,135.9069147,0.26938185,142.7771046,0.282999292,104.8762806,0.207875858,137.6560335,0.272848788,140.1867199,0.277864876,2137.470073,4.236691296
,,,,,,,,,,,,,,
img (1362).JPG,94.95476113,0.188210359,123.7597489,0.245304885,135.6570972,0.268886685,,,,,,,2147.546896,4.256664624
,,,,,,,,,,,,,,
img (1363).JPG,,,,,,,99.89488413,0.198002204,140.2934189,0.278076364,141.9872413,0.281433699,,
,,,,,,,,,,,,,,
img (1365).JPG,98.79625473,0.195824605,117.5448569,0.232986313,129.6640658,0.257007865,91.56057835,0.181482731,116.7475567,0.23140598,125.7174728,0.249185301,1883.101689,3.732506311
,,,,,,,,,,,,,,
img (1367).JPG,100.8917996,0.199978196,123.859968,0.24550353,123.9640353,0.245709802,96.74174189,0.191752344,124.5868022,0.246944192,119.2591629,0.236384249,1978.104776,3.920812457
,,,,,,,,,,,,,,
img (1376).JPG,106.8834947,0.211854368,114.1790248,0.226314879,129.2439144,0.25617508,101.5130396,0.201209559,116.4801197,0.230875892,123.2451414,0.244284879,2098.688441,4.159822009
,,,,,,,,,,,,,,
img (1379).JPG,100.0631658,0.198335756,134.937484,0.267460336,137.069725,0.271686663,102.1776181,0.202526824,128.0917792,0.253891427,128.7547727,0.25520555,2078.843614,4.120487467
,,,,,,,,,,,,,,
img (1384).JPG,109.1408005,0.216328586,116.2659384,0.230451362,123.8146338,0.245413673,99.27230436,0.196768186,117.0249043,0.231955712,121.2069751,0.240245018,2201.412538,4.363432012
,,,,,,,,,,,,,,
img (1386).JPG,113.9011648,0.225764131,,,,,96.30743406,0.1908915,,,,,2245.740962,4.451295627
,,,,,,,,,,,,,,
img (1389).JPG,105.2767803,0.208669691,135.2518155,0.268083374,127.976871,0.253663667,92.23691839,0.182823308,121.6513372,0.241125791,128.0647333,0.253837819,2061.132703,4.085382571
,,,,,,,,,,,,,,
img (1391).JPG,98.87855854,0.19598774,130.1688347,0.25800837,135.8638007,0.269296394,95.90014826,0.190084216,130.3254963,0.25831889,122.0815813,0.24197858,2126.214266,4.2143811
,,,,,,,,,,,,,,
img (1393).JPG,109.3758922,0.216794563,124.3942861,0.246562605,131.6869179,0.261017371,101.3230968,0.200833073,127.0508141,0.251828124,128.4083554,0.254518914,2155.11541,4.271666217
,,,,,,,,,,,,,,
img (1395).JPG,101.5821663,0.201346576,114.955217,0.227853374,131.8389561,0.261318727,94.61845388,0.187543763,116.786356,0.231482885,124.2486986,0.246274035,1943.848805,3.852913506
,,,,,,,,,,,,,,
img (1397).JPG,100.1097359,0.198428063,127.3296437,0.252380794,136.9585027,0.271466208,108.2057002,0.214475119,126.7210331,0.251174463,129.6546617,0.256989225,,
,,,,,,,,,,,,,,
img (1398).JPG,,,,,,,,,,,,,2104.267269,4.170879835
,,,,,,,,,,,,,,
img (1400).JPG,97.90699374,0.194061996,119.0829727,0.236035021,128.515994,0.254732265,92.583016,0.18350931,116.0705378,0.230064057,120.052252,0.237956235,2050.079059,4.063473083
,,,,,,,,,,,,,,
img (1402).JPG,96.85239314,0.191971666,118.4021671,0.234685593,135.5340767,0.268642846,104.9575388,0.20803692,136.0825093,0.269729897,132.3410256,0.262313881,,
,,,,,,,,,,,,,,
img (1403).JPG,,,,,,,,,,,,,2197.987489,4.356643204
,,,,,,,,,,,,,,
img (1405).JPG,105.1741879,0.208466342,134.2770308,0.266151248,137.4449957,0.272430489,99.81713304,0.197848094,138.1855053,0.273898257,131.8194539,0.261280071,2131.065646,4.223997047
,,,,,,,,,,,,,,
img (1407).JPG,109.7221768,0.217480936,136.4353137,0.270429193,136.9437484,0.271436964,100.5653072,0.199331054,141.5883501,0.280643055,143.0317068,0.28350394,2142.848989,4.247352875
,,,,,,,,,,,,,,
img (1410).JPG,101.9008153,0.201978172,132.0891749,0.261814687,136.6144779,0.270784315,110.6561626,0.219332194,138.1205301,0.273769469,135.050084,0.267683521,2134.789534,4.231378187
,,,,,,,,,,,,,,
img (1413).JPG,108.7215889,0.215497665,119.7795312,0.237415674,141.929766,0.281319777,103.0039371,0.204164675,123.8796036,0.24554245,138.3156026,0.274156124,2130.561686,4.222998145
,,,,,,,,,,,,,,
img (1415).JPG,109.7978174,0.217630863,134.3012671,0.266199287,140.6503887,0.278783916,112.6249882,0.223234614,137.2647505,0.272073224,136.2939086,0.270148913,2140.332477,4.242364883
,,,,,,,,,,,,,,
img (1417).JPG,108.0575892,0.214181547,139.8225538,0.27714306,137.4898583,0.272519411,112.8613346,0.223703078,135.3753962,0.268328324,139.9101577,0.2773167,2125.222134,4.212414589
,,,,,,,,,,,,,,
img (1419).JPG,91.18136916,0.180731098,120.5001905,0.238844096,118.1048785,0.234096335,101.6711436,0.201522938,127.3727363,0.252466208,123.3556867,0.244503991,2055.671328,4.07455755
,,,,,,,,,,,,,,
img (1421).JPG,98.95995073,0.196149068,119.5460347,0.236952859,119.9088606,0.237672018,107.3650056,0.212808774,130.5390365,0.258742149,133.0890645,0.263796574,2122.290495,4.20660377
,,,,,,,,,,,,,,
img (1423).JPG,105.8407769,0.209787591,133.2712792,0.264157742,122.3164008,0.242444017,93.83619648,0.185993246,124.1276006,0.246034006,119.1824951,0.236232285,2059.707073,4.082556823
,,,,,,,,,,,,,,
img (1425).JPG,99.80182596,0.197817753,114.4145685,0.226781751,120.575355,0.238993081,92.73257751,0.183805757,121.3357478,0.240500259,112.1491294,0.222291412,2112.186161,4.186575915
,,,,,,,,,,,,,,
img (1427).JPG,92.54242342,0.183428851,114.2169674,0.226390085,114.0196188,0.225998919,92.97166238,0.184279648,119.5847876,0.237029671,115.4685788,0.228870911,1913.974489,3.793699459
,,,,,,,,,,,,,,
img (1429).JPG,96.8966828,0.192059453,125.7072305,0.249164999,130.2512863,0.258171798,103.0628544,0.204281456,124.168743,0.246115555,133.8581734,0.265321029,2125.457574,4.212881255
,,,,,,,,,,,,,,
img (1431).JPG,119.0304047,0.235930826,130.3262524,0.258320388,134.6271416,0.266845205,105.027123,0.208174843,133.4096444,0.264431997,127.153731,0.252032116,2172.164362,4.305459039
,,,,,,,,,,,,,,
img (1433).JPG,108.107795,0.214281061,123.7836248,0.24535221,125.311848,0.24838131,104.1925799,0.206520691,134.7121778,0.267013755,121.3047839,0.240438885,2197.60344,4.355881977
,,,,,,,,,,,,,,
img (1435).JPG,95.85144139,0.189987674,100.4577612,0.199117886,134.1995348,0.265997643,77.39111704,0.153397363,133.2308072,0.264077523,119.4777623,0.236817536,2014.679793,3.993308002
,,,,,,,,,,,,,,
img (1437).JPG,95.60568417,0.189500557,116.0245448,0.229972894,125.3117298,0.248381075,93.07744033,0.184489311,130.7087836,0.259078605,112.9033408,0.223786339,1998.403679,3.961047025
,,,,,,,,,,,,,,
img (1441).JPG,107.2962247,0.212672443,142.7479369,0.282941478,149.7337495,0.296788096,103.3259774,0.204802993,165.9598962,0.328950032,158.2502455,0.31366869,2453.783332,4.863657564
,,,,,,,,,,,,,,
img (1443).JPG,93.8435921,0.186007905,108.8321098,0.215716729,107.324695,0.212728874,82.48128492,0.163486613,108.320465,0.214702595,104.449059,0.20702906,1781.131813,3.530391255
,,,,,,,,,,,,,,
img (1445).JPG,82.16926914,0.162868164,108.7513167,0.215556589,121.07177,0.239977027,90.07448619,0.178537139,113.3032524,0.224579005,119.9812741,0.23781555,1859.217522,3.685165372
,,,,,,,,,,,,,,
img (1447).JPG,98.81083847,0.195853511,103.1429454,0.204440205,104.12238,0.206381547,80.73121024,0.16001778,107.5879089,0.213250591,113.6658415,0.225297695,1820.867434,3.609151448
,,,,,,,,,,,,,,
img (1449).JPG,93.72395949,0.18577078,121.8930597,0.24160491,111.8713539,0.221740831,92.57520254,0.183493823,116.7236765,0.231358647,128.6311061,0.254960429,2097.736562,4.157935284
,,,,,,,,,,,,,,
img (1451).JPG,110.0125967,0.218056579,140.7011945,0.278884619,155.282473,0.307786252,116.7231391,0.231357582,138.0206512,0.273571499,154.1552773,0.305552031,2121.766588,4.205565331
,,,,,,,,,,,,,,
img (1453).JPG,85.08603285,0.168649498,106.9418488,0.211970032,119.4391212,0.236740945,86.09302397,0.170645461,114.5863497,0.22712224,113.5980034,0.225163233,2037.50293,4.038545867
,,,,,,,,,,,,,,
img (1455).JPG,99.43497753,0.197090621,114.2981155,0.226550929,120.1716222,0.238192839,79.2403223,0.157062683,115.4127786,0.228760309,1662.742297,3.295730737,,
,,,,,,,,,,,,,,
img (1457).JPG,81.72669016,0.161990926,115.7877451,0.229503532,118.1360467,0.234158114,83.32217753,0.165153351,112.1474515,0.222288086,103.9624909,0.20606463,1919.86675,3.805378543
,,,,,,,,,,,,,,
img (1459).JPG,103.6273588,0.205400363,132.9101375,0.263441921,137.3778666,0.272297432,98.0415344,0.19432867,128.9821708,0.255656277,130.9654683,0.259587382,1958.210673,3.881380245
,,,,,,,,,,,,,,
img (1461).JPG,92.35161711,0.183050653,124.0377217,0.245855857,132.1482327,0.261931746,98.85602864,0.195943083,130.7340098,0.259128607,122.5232127,0.24285394,,
,,,,,,,,,,,,,,
img (1462).JPG,,,,,,,,,,,,,2032.126277,4.027888774
,,,,,,,,,,,,,,
img (1464).JPG,113.7900079,0.225543806,138.7000975,0.274918233,133.5534007,0.264716937,104.5950047,0.207318339,143.6426073,0.284714809,144.6122652,0.286636774,,
,,,,,,,,,,,,,,
img (1465).JPG,,,,,,,,,,,,,2421.742702,4.800149653
,,,,,,,,,,,,,,
img (1467).JPG,101.9820135,0.202139115,121.0261553,0.239886614,127.040552,0.251807783,97.55809101,0.193370434,128.4741831,0.254649391,135.7708195,0.269112095,2097.923625,4.158306062
,,,,,,,,,,,,,,
img (1469).JPG,95.5439601,0.189378214,136.7085424,0.270970761,138.4730029,0.274468108,94.2140487,0.186742189,128.9390116,0.255570731,142.3879908,0.282228027,2243.468371,4.446791111
,,,,,,,,,,,,,,
img (1471).JPG,109.300678,0.216645481,120.0008569,0.237854365,121.4474432,0.240721651,90.23094372,0.178847254,142.6256659,0.282699124,132.3081282,0.262248675,2187.047761,4.334959507
,,,,,,,,,,,,,,
img (1473).JPG,110.1592441,0.218347249,136.6602585,0.270875057,145.172665,0.287747545,99.72028166,0.197656124,125.9825267,0.249710666,128.7927631,0.255280851,3599.367308,7.134325921
,,,,,,,,,,,,,,
img (1476).JPG,115.5120817,0.228957138,121.7657685,0.241352606,135.6609219,0.268894266,95.19114903,0.188678905,128.4756998,0.254652398,139.1727264,0.275855034,2025.286497,4.014331609
,,,,,,,,,,,,,,
img (1478).JPG,81.49183627,0.161525421,87.89418921,0.17421556,92.0095587,0.182372657,78.24615671,0.155092142,98.83482356,0.195901052,89.61877393,0.177633869,1761.564389,3.491606555
,,,,,,,,,,,,,,
img (1480).JPG,102.5720526,0.203308635,137.8933579,0.27331919,149.6829884,0.296687482,110.0736529,0.218177598,135.8888639,0.269346072,139.0573224,0.275626291,,
,,,,,,,,,,,,,,
img (1481).JPG,,,,,,,,,,,,,2107.108109,4.17651068
,,,,,,,,,,,,,,
img (1484).JPG,103.8175391,0.20577732,131.2639015,0.260178908,135.0926957,0.267767982,102.5510376,0.203266981,130.6297716,0.258921995,137.6895401,0.272915202,2098.831647,4.160105858
,,,,,,,,,,,,,,
img (1486).JPG,129.0446945,0.255780205,164.34774,0.325754568,171.8041751,0.340534009,125.6107077,0.248973681,159.8794763,0.316897997,156.1473296,0.309500489,2431.799868,4.820084018
,,,,,,,,,,,,,,
img (1488).JPG,114.4371211,0.226826453,150.6493704,0.298602953,141.5500139,0.280567068,99.31349178,0.196849823,132.2727867,0.262178625,126.3471064,0.250433301,2248.705796,4.457172241
,,,,,,,,,,,,,,
img (1490).JPG,96.30547687,0.19088762,114.729179,0.227405342,122.8706063,0.243542511,92.82519245,0.183989329,115.2300584,0.228398138,121.7303572,0.241282417,1990.283342,3.944951661
,,,,,,,,,,,,,,
img (1492).JPG,91.3592672,0.181083711,113.1107214,0.224197389,118.5004982,0.234880495,93.67784,0.185679367,134.5186224,0.266630108,120.9562316,0.239748018,2000.167697,3.964543495
,,,,,,,,,,,,,,
img (1494).JPG,103.0212057,0.204198904,102.6855965,0.203533691,107.0719171,0.212227841,92.05936914,0.182471387,109.9070906,0.217847454,110.7139491,0.219446733,1977.874582,3.920356188
,,,,,,,,,,,,,,
img (1496).JPG,100.1106042,0.198429784,124.5922591,0.246955008,128.0756177,0.253859393,101.7512491,0.201681716,116.805,0.231519839,124.0673123,0.245914508,2075.954446,4.11476083
,,,,,,,,,,,,,,
img (1498).JPG,96.45495207,0.191183896,120.759819,0.239358708,134.7039542,0.266997455,95.54907494,0.189388352,121.8388712,0.241497503,128.0253843,0.253759825,2077.96095,4.118737934
,,,,,,,,,,,,,,
img (1500).JPG,95.19916611,0.188694796,123.8347743,0.245453594,130.8325189,0.259323862,89.54150675,0.177480718,132.8836034,0.263389328,130.3124458,0.258293022,2122.533425,4.207085284
,,,,,,,,,,,,,,
img (1502).JPG,87.58508008,0.173602873,105.3924507,0.208898962,113.0183647,0.224014328,97.44741272,0.193151058,105.9536079,0.210011234,123.289364,0.244372533,1837.415816,3.641952088
,,,,,,,,,,,,,,
img (1505).JPG,96.62927289,0.191529418,120.065114,0.237981729,114.729179,0.227405342,84.52551669,0.167538496,127.1722242,0.252068771,126.8101609,0.251351124,2087.339522,4.137327254
,,,,,,,,,,,,,,
img (1507).JPG,94.744013,0.187792634,114.8042714,0.227554184,111.9904826,0.221976957,95.08537781,0.188469255,112.8347712,0.223650426,114.3990429,0.226750978,1909.596396,3.785021616
,,,,,,,,,,,,,,
img (1512).JPG,104.1221105,0.206381013,144.2082692,0.285836011,147.3231325,0.292009999,99.55732868,0.197333134,139.5015986,0.276506893,155.2753435,0.30777212,2319.808921,4.598106139
,,,,,,,,,,,,,,
img (1514).JPG,104.8973282,0.207917577,126.1282784,0.249999561,128.9373887,0.255567514,105.8362555,0.20977863,123.2411602,0.244276988,124.8890835,0.247543346,1987.784942,3.939999568
,,,,,,,,,,,,,,
img (1516).JPG,87.29701044,0.173031889,136.3752538,0.270310148,139.2124833,0.275933836,88.13965788,0.174702105,145.012791,0.287430658,139.608735,0.276719249,2093.327515,4.149196087
,,,,,,,,,,,,,,
img (1518).JPG,100.0632374,0.198335898,116.5376818,0.230989986,115.0971798,0.228134759,97.46828051,0.19319242,119.9103993,0.237675068,124.8559743,0.24747772,1984.876714,3.934235153
,,,,,,,,,,,,,,
img (1521).JPG,96.89603564,0.19205817,113.2453725,0.224464281,119.739481,0.23733629,91.62931245,0.181618969,123.1227908,0.244042367,137.3164263,0.272175651,1923.552255,3.812683602
,,,,,,,,,,,,,,
img (1522).JPG,117.6341023,0.233163207,134.5809548,0.266753658,140.4886624,0.278463358,108.2070103,0.214477716,132.458064,0.262545864,139.3392989,0.276185198,2169.442232,4.300063491
,,,,,,,,,,,,,,
img (1524).JPG,104.8429215,0.207809737,121.6757285,0.241174137,130.4591565,0.258583818,105.1568795,0.208432035,125.5353678,0.248824349,132.766671,0.263157556,2067.580693,4.098163168
,,,,,,,,,,,,,,
img (1526).JPG,103.4919134,0.205131896,123.8816179,0.245546443,128.4594156,0.254620121,100.6450825,0.199489177,129.3148904,0.256315762,132.5411663,0.262710582,2076.60327,4.116046869
,,,,,,,,,,,,,,
img (1528).JPG,103.8816547,0.205904404,125.6324888,0.249016853,137.4331811,0.272407071,95.2533656,0.188802225,129.9048188,0.257485062,134.3070327,0.266210715,1954.155418,3.873342302
,,,,,,,,,,,,,,
img (1530).JPG,108.6035364,0.215263672,123.8229837,0.245430223,128.859431,0.255412994,100.2542575,0.19871452,123.1789731,0.244153726,132.6634893,0.262953039,2079.424068,4.121637988
,,,,,,,,,,,,,,
img (1532).JPG,97.25277687,0.192765269,126.2945162,0.250329062,111.1701842,0.220351039,90.3719605,0.179126765,113.3986956,0.224768184,118.8739105,0.235620638,1956.878325,3.878739391
,,,,,,,,,,,,,,
img (1534).JPG,94.85357066,0.188009789,109.2448829,0.216534889,122.6099743,0.243025911,86.1974987,0.170852541,104.9204921,0.20796349,112.3263621,0.222642706,2023.286644,4.010367689
,,,,,,,,,,,,,,
img (1536).JPG,99.47452627,0.197169011,,,,,100.6986536,0.19959536,,,,,2078.367198,4.119543161
,,,,,,,,,,,,,,
img (1538).JPG,93.70955221,0.185742224,108.7750459,0.215603622,118.9399474,0.23575153,83.54996042,0.16560484,114.8925906,0.227729242,128.1889634,0.254084056,1963.354066,3.891574994
,,,,,,,,,,,,,,
img (1540).JPG,91.47036518,0.181303919,117.04519,0.231995921,117.3512194,0.232602503,91.75529901,0.181868688,123.3939674,0.244579868,109.1991665,0.216444274,1968.541626,3.901857284
,,,,,,,,,,,,,,
img (1542).JPG,99.46861906,0.197157302,110.6001133,0.219221099,122.3338085,0.242478521,89.01915899,0.176445369,119.5569992,0.236974592,126.3857513,0.250509899,2046.003685,4.055395262
,,,,,,,,,,,,,,
img (1544).JPG,110.5839159,0.219188994,128.8560363,0.255406265,122.3116611,0.242434622,103.1874726,0.204528462,141.7230089,0.280909963,122.2797353,0.242371342,2204.912901,4.370370101
,,,,,,,,,,,,,,
img (1547).JPG,98.63779929,0.19551053,133.0083809,0.26363665,124.2390577,0.246254926,108.5968894,0.215250497,126.9174447,0.251563772,124.8144461,0.247395406,2033.834881,4.031275407
,,,,,,,,,,,,,,
img (1549).JPG,100.1324006,0.198472987,131.044458,0.259743948,133.5299074,0.264670371,103.4181042,0.204985598,136.3079745,0.270176793,133.369119,0.264351671,2155.142426,4.271719765
,,,,,,,,,,,,,,
img (1551).JPG,105.7361156,0.209580142,130.6472156,0.258956571,127.0471839,0.251820928,99.17589316,0.196577088,127.6981259,0.253111164,126.979725,0.251687218,2134.290919,4.230389878
,,,,,,,,,,,,,,
img (1553).JPG,101.5283907,0.201239987,132.5743264,0.262776308,123.7396361,0.24526502,95.29312467,0.188881031,145.7085422,0.28880971,123.5550801,0.24489921,2116.160716,4.194453902
,,,,,,,,,,,,,,
img (1555).JPG,98.02680989,0.194299484,128.6374925,0.254973088,116.16509,0.23025147,95.80562297,0.189896857,128.1690232,0.254044532,122.3565115,0.242523521,2118.724372,4.199535339
,,,,,,,,,,,,,,
img (1557).JPG,106.1817577,0.210463451,128.7881451,0.255271697,135.291308,0.268161653,94.44368505,0.187197352,129.2082504,0.25610439,127.073447,0.251872985,2022.980792,4.009761459
,,,,,,,,,,,,,,
img (1559).JPG,99.97953137,0.198169984,113.2707351,0.224514553,115.0293569,0.228000327,99.04415669,0.196315973,116.876499,0.231661557,107.6673445,0.213408041,2163.641687,4.288566199
,,,,,,,,,,,,,,
img (1561).JPG,99.60042922,0.197418564,124.0692261,0.245918302,142.517269,0.28248427,95.134772,0.18856716,130.1040323,0.257879925,128.1950812,0.254096182,2047.32856,4.058021304
,,,,,,,,,,,,,,
img (1563).JPG,101.9723331,0.202119928,128.9375709,0.255567875,125.4451287,0.248645486,101.3820521,0.200949928,132.9058437,0.263433411,141.7231357,0.280910214,1938.312467,3.841939901
,,,,,,,,,,,,,,
img (1565).JPG,90.18402891,0.178754264,131.1117766,0.25987738,131.993289,0.261624631,95.45333515,0.189198585,138.1856638,0.273898571,145.3415223,0.288082238,2125.056312,4.212085913
,,,,,,,,,,,,,,
img (1567).JPG,93.29289136,0.184916358,107.8487845,0.213767674,116.382112,0.23068163,86.94988243,0.172343845,112.1365954,0.222266568,115.9493441,0.229823839,1697.387124,3.364400441
,,,,,,,,,,,,,,
img (1569).JPG,88.19918918,0.174820102,115.7532315,0.229435123,112.0551659,0.222105166,100.6108634,0.199421351,114.4329744,0.226818234,128.9649611,0.255622165,2116.851631,4.195823369
,,,,,,,,,,,,,,
img (1571).JPG,86.05846556,0.170576962,110.9511676,0.219916925,122.0877724,0.241990851,86.68290604,0.171814669,116.2954471,0.230509851,114.7898342,0.227525567,1906.010908,3.777914801
,,,,,,,,,,,,,,
img (1574).JPG,92.29270539,0.182933884,115.3969018,0.22872884,117.6999127,0.23329365,90.02302945,0.178435146,119.6388524,0.237136834,123.2095102,0.244214254,1924.288033,3.814141993
,,,,,,,,,,,,,,
img (1576).JPG,102.806126,0.203772593,106.4768758,0.211048407,114.2829126,0.226520795,91.58104867,0.181523305,112.9492776,0.22387739,52.66328326,0.104384186,1894.594155,3.755285591
,,,,,,,,,,,,,,
img (1579).JPG,93.35282177,0.185035146,116.7845419,0.231479289,128.9308208,0.255554496,84.09067927,0.166676602,121.0410061,0.23991605,120.2060006,0.238260981,2172.794661,4.306708358
,,,,,,,,,,,,,,
img (1581).JPG,102.6920889,0.203546559,121.7959724,0.241412473,126.692875,0.251118651,100.1430281,0.198494052,130.799903,0.259259214,130.7700756,0.259200093,2020.843158,4.005524442
,,,,,,,,,,,,,,
img (1584).JPG,100.8986948,0.199991863,135.2882998,0.26815569,128.1212145,0.253949771,102.7657392,0.203692542,131.0298102,0.259714914,128.7840389,0.255263558,2021.764081,4.007349808
,,,,,,,,,,,,,,
img (1587).JPG,102.2880069,0.202745626,129.4081996,0.256500711,149.3188016,0.295965625,106.2027916,0.210505143,133.9079844,0.265419759,139.4816958,0.276467444,,
,,,,,,,,,,,,,,
img (1588).JPG,97.81957312,0.193888719,111.7118052,0.221424589,123.8570366,0.24549772,96.09171603,0.190463924,118.6758064,0.235227975,64.41478439,0.127676902,2036.459278,4.036477239
,,,,,,,,,,,,,,
img (1590).JPG,103.5734882,0.205293586,113.777331,0.225518679,135.0846988,0.267752131,94.21395661,0.186742006,124.410083,0.246593916,129.6070998,0.256894952,2101.284809,4.164968284
,,,,,,,,,,,,,,
img (1592).JPG,93.70607806,0.185735337,131.048485,0.25975193,120.6965124,0.239233227,98.62715311,0.195489428,131.2362634,0.260124126,122.4023566,0.24261439,1923.248085,3.812080705
,,,,,,,,,,,,,,
img (1594).JPG,96.82912111,0.191925538,134.3755961,0.266346615,129.8931802,0.257461994,98.29107771,0.194823291,134.3428552,0.266281719,127.3859445,0.252492388,2025.283627,4.014325919
,,,,,,,,,,,,,,
img (1596).JPG,101.0975983,0.200386111,125.7897422,0.249328546,128.9860616,0.255663989,92.50864324,0.183361895,139.5095251,0.276522604,134.5641649,0.266720378,2178.105859,4.317235714
,,,,,,,,,,,,,,
img (1598).JPG,97.90363826,0.194055345,114.0287207,0.22601696,123.6223742,0.245032594,92.84325335,0.184025128,116.8801327,0.23166876,127.5309042,0.252779713,2229.783589,4.41966643
,,,,,,,,,,,,,,
img (1600).JPG,101.0484586,0.200288711,115.8655452,0.22965774,133.6622903,0.264932768,108.2771947,0.214616829,126.5001395,0.250736629,137.1106677,0.271767816,2123.948003,4.209889128
,,,,,,,,,,,,,,
img (1603).JPG,103.6991843,0.205542729,130.8908524,0.259439485,129.2705787,0.256227932,104.0434281,0.206225056,128.1106863,0.253928903,134.7303708,0.267049816,2085.792716,4.134261321
,,,,,,,,,,,,,,
img (1605).JPG,94.86877387,0.188039923,115.8396722,0.229606457,115.6712773,0.229272681,96.79225076,0.191852458,125.3952591,0.248546639,123.3432973,0.244479434,2171.755378,4.30464839
,,,,,,,,,,,,,,
img (1607).JPG,105.6653817,0.20943994,125.678655,0.24910836,133.4804976,0.264572435,97.47843422,0.193212546,133.051613,0.263722341,144.5794772,0.286571784,2053.235161,4.069728809
,,,,,,,,,,,,,,
img (1609).JPG,103.6631086,0.205471223,121.3963821,0.240620443,143.0200229,0.283480781,98.19463646,0.194632134,126.0881267,0.249919976,129.9184245,0.25751203,2103.674842,4.169705581
,,,,,,,,,,,,,,
